类型,key,English,English,English,简体中文,例子,简体中文,例子,简体中文,例子,来源,备注,释义
字幕：牛,subtitles.entity.cow.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：女巫,subtitles.entity.witch.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：潜影贝,subtitles.entity.shulker.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：热带鱼,subtitles.entity.tropical_fish.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：山羊,subtitles.entity.goat.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：尸壳,subtitles.entity.husk.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：史莱姆,subtitles.entity.slime.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：守卫者,subtitles.entity.guardian.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：铁傀儡,subtitles.entity.iron_golem.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：兔子,subtitles.entity.rabbit.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：玩家,subtitles.entity.player.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：熊猫,subtitles.entity.panda.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：鳕鱼,subtitles.entity.cod.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：岩浆怪,subtitles.entity.magma_cube.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：羊驼,subtitles.entity.llama.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：疣猪兽,subtitles.entity.hoglin.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：鱿鱼,subtitles.entity.squid.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：远古守卫者,subtitles.entity.elder_guardian.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：蜘蛛,subtitles.entity.spider.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：猪,subtitles.entity.pig.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：猪灵,subtitles.entity.piglin.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：猪灵蛮兵,subtitles.entity.piglin_brute.death,dies,,,死亡,,,,,,语言文件（整理）,,
字幕：玩家,subtitles.entity.player.levelup,dings,,,升级,,,,,,语言文件（整理）,,
字幕：村民,subtitles.entity.villager.no,disagrees,,,反对,,,,,,语言文件（整理）,,
字幕：流浪商人,subtitles.entity.wandering_trader.no,disagrees,,,拒绝,,,,,,语言文件（整理）,,
字幕：流浪商人,subtitles.entity.wandering_trader.disappeared,disappears,,,隐身,,,,,,语言文件（整理）,,
字幕：发射器,subtitles.block.dispenser.dispense,Dispensed item,,,发射物品,,,,,,语言文件（整理）,,
字幕：幻术师,subtitles.entity.illusioner.mirror_move,displaces,,,替换,,,,,,语言文件（整理）,,
字幕：地图,subtitles.ui.cartography_table.take_result,drawn,,,绘制,,,,,,语言文件（整理）,,
字幕：灵魂,subtitles.ui.cartography_table.take_result,drawn,,,绘制,,,,,,语言文件（整理）,,
字幕：女巫,subtitles.entity.witch.drink,drinks,,,饮用药水,,,,,,语言文件（整理）,,
字幕：流浪商人,subtitles.entity.wandering_trader.drink_milk,drinks milk,,,喝奶,,,,,,语言文件（整理）,,
字幕：流浪商人,subtitles.entity.wandering_trader.drink_potion,drinks potion,,,饮用药水,,,,,,语言文件（整理）,,
字幕：蜜蜂,subtitles.block.beehive.drip,drips,,,滴落,,,,,,语言文件（整理）,,
字幕：熔岩,subtitles.block.pointed_dripstone.drip_lava,drips,,,滴落,,,,,,语言文件（整理）,,
字幕：水,subtitles.block.pointed_dripstone.drip_water,drips,,,滴落,,,,,,语言文件（整理）,,
字幕：熔岩,subtitles.block.pointed_dripstone.drip_lava_into_cauldron,drips into Cauldron,,,滴入炼药锅,,,,,,语言文件（整理）,,
字幕：水,subtitles.block.pointed_dripstone.drip_water_into_cauldron,drips into Cauldron,,,滴入炼药锅,,,,,,语言文件（整理）,,
字幕：玩家,subtitles.entity.player.hurt_drown,drowning,,,溺水,,,,,,语言文件（整理）,,
字幕：炽足兽,subtitles.entity.strider.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：海豚,subtitles.entity.dolphin.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：狐狸,subtitles.entity.fox.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：骡,subtitles.entity.mule.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：驴,subtitles.entity.donkey.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：马,subtitles.entity.horse.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：猫,subtitles.entity.cat.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：哞菇,subtitles.entity.mooshroom.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：山羊,subtitles.entity.goat.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：熊猫,subtitles.entity.panda.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：羊驼,subtitles.entity.llama.eat,eats,,,进食,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.eats,eats,,,进食,,,,,,语言文件（整理）,,
字幕：堆肥桶,subtitles.block.composter.empty,emptied,,,清空,,,,,,语言文件（整理）,,
字幕：玻璃瓶,subtitles.item.bottle.empty,empties,,,倒空,,,,,,语言文件（整理）,,
字幕：收纳袋,subtitles.item.bundle.drop_contents,empties,,,倒空,,,,,,语言文件（整理）,,
字幕：桶,subtitles.item.bucket.empty,empties,,,倒空,,,,,,语言文件（整理）,,
字幕：物品展示框,subtitles.entity.item_frame.remove_item,empties,,,清空,,,,,,语言文件（整理）,,
字幕：荧光物品展示框,subtitles.entity.glow_item_frame.remove_item,empties,,,清空,,,,,,语言文件（整理）,,
字幕：蜜蜂,subtitles.block.beehive.enter,enters hive,,,入巢,,,,,,语言文件（整理）,,
字幕：鞍,subtitles.entity.horse.saddle,equips,,,装备,,,,,,语言文件（整理）,,
字幕：鞍,subtitles.entity.pig.saddle,equips,,,装备,,,,,,语言文件（整理）,,
字幕：盔甲,subtitles.item.armor.equip,equips,,,装备,,,,,,语言文件（整理）,,
字幕：灵魂,subtitles.particle.soul_escape,escapes,,,逸散,,,,,,语言文件（整理）,,
字幕：灵魂,subtitles.particle.soul_escape,escapes,,,逸散,,,,,,语言文件（整理）,,
字幕：望远镜,subtitles.item.spyglass.use,expands,,,放大,,,,,,语言文件（整理）,,
字幕：望远镜,subtitles.item.spyglass.use,expands,,,放大,,,,,,语言文件（整理）,,
字幕：潜影贝导弹,subtitles.entity.shulker_bullet.hit,explodes,,,爆炸,,,,,,语言文件（整理）,,
字幕：火,subtitles.block.fire.extinguish,extinguished,,,熄灭,,,,,,语言文件（整理）,,
字幕：火,subtitles.entity.generic.extinguish_fire,extinguishes,,,熄灭,,,,,,语言文件（整理）,,
字幕：发射器,subtitles.block.dispenser.fail,failed,,,失败,,,,,,语言文件（整理）,,
字幕：末影之眼,subtitles.entity.ender_eye.death,falls,,,掉落,,,,,,语言文件（整理）,,
字幕：雨,subtitles.weather.rain,falls,,,落下,,,,,,语言文件（整理）,,
字幕：雨,subtitles.weather.rain,falls,,,落下,,,,,,语言文件（整理）,,
字幕：某物,subtitles.entity.armor_stand.fall,fell,,,着地,,,,,,语言文件（整理）,,
字幕：某物,subtitles.entity.generic.big_fall,fell,,,着地,,,,,,语言文件（整理）,,
字幕：堆肥桶,subtitles.block.composter.fill,filled,,,填充,,,,,,语言文件（整理）,,
字幕：水瓶,subtitles.item.bottle.fill,fills,,,装满,,,,,,语言文件（整理）,,
字幕：桶,subtitles.item.bucket.fill,fills,,,装满,,,,,,语言文件（整理）,,
字幕：物品展示框,subtitles.entity.item_frame.add_item,fills,,,填充,,,,,,语言文件（整理）,,
字幕：荧光物品展示框,subtitles.entity.glow_item_frame.add_item,fills,,,填充,,,,,,语言文件（整理）,,
字幕：箭,subtitles.entity.arrow.shoot,fired,,,被射出,,,,,,语言文件（整理）,,
字幕：弩,subtitles.item.crossbow.shoot,fires,,,发射,,,,,,语言文件（整理）,,
字幕：TNT,subtitles.entity.tnt.primed,fizzes,,,嘶嘶作响,,,,,,语言文件（整理）,,
字幕：红石火把,subtitles.block.redstone_torch.burnout,fizzes,,,熄灭,,,,,,语言文件（整理）,,
字幕：幻翼,subtitles.entity.phantom.flap,flaps,,,振翅,,,,,,语言文件（整理）,,
字幕：末影龙,subtitles.entity.ender_dragon.flap,flaps,,,拍打翅膀,,,,,,语言文件（整理）,,
字幕：守卫者,subtitles.entity.guardian.ambient_land,flaps,,,弹跳,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.elder_guardian,flaps,,,弹跳,,,,,,语言文件（整理）,,
字幕：远古守卫者,subtitles.entity.elder_guardian.ambient_land,flaps,,,弹跳,,,,,,语言文件（整理）,,
字幕：锹,subtitles.item.shovel.flatten,flattens,,,压地,,,,,,语言文件（整理）,,
字幕：蛋,subtitles.entity.egg.throw,flies,,,飞出,,,,,,语言文件（整理）,,
字幕：末影之眼,subtitles.entity.ender_pearl.throw,flies,,,飞出,,,,,,语言文件（整理）,,
字幕：雪球,subtitles.entity.snowball.throw,flies,,,飞出,,,,,,语言文件（整理）,,
字幕：鲑鱼,subtitles.entity.salmon.flop,flops,,,扑腾,,,,,,语言文件（整理）,,
字幕：河豚,subtitles.entity.puffer_fish.flop,flops,,,扑腾,,,,,,语言文件（整理）,,
字幕：热带鱼,subtitles.entity.tropical_fish.flop,flops,,,扑腾,,,,,,语言文件（整理）,,
字幕：守卫者,subtitles.entity.guardian.flop,flops,,,落地,,,,,,语言文件（整理）,,
字幕：鳕鱼,subtitles.entity.cod.flop,flops,,,扑腾,,,,,,语言文件（整理）,,
字幕：远古守卫者,subtitles.entity.elder_guardian.flop,flops,,,落地,,,,,,语言文件（整理）,,
字幕：气泡,subtitles.block.bubble_column.upwards_ambient,flow,,,上浮,,,,,,语言文件（整理）,,
字幕：水,subtitles.block.water.ambient,flows,,,流动,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.fly,flutters,,,扑翼,,,,,,语言文件（整理）,,
字幕：玩家,subtitles.entity.player.freeze_hurt,freezes,,,冻伤,,,,,,语言文件（整理）,,
字幕：马,subtitles.entity.horse.gallop,gallops,,,奔腾,,,,,,语言文件（整理）,,
字幕：哞菇,subtitles.entity.mooshroom.milk,gets milked,,,被挤奶,,,,,,语言文件（整理）,,
字幕：牛,subtitles.entity.cow.milk,gets milked,,,被挤奶,,,,,,语言文件（整理）,,
字幕：山羊,subtitles.entity.goat.milk,gets milked,,,被挤奶,,,,,,语言文件（整理）,,
字幕：哞菇,subtitles.entity.mooshroom.suspicious_milk,gets milked suspiciously,,,被可疑地挤奶,,,,,,语言文件（整理）,,
字幕：女巫,subtitles.entity.witch.ambient,giggles,,,暗笑,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.witch,giggles,,,暗笑,,,,,,语言文件（整理）,,
字幕：雪傀儡,subtitles.entity.snow_golem.death,Golem dies,,,死亡,,,,,,语言文件（整理）,,
字幕：雪傀儡,subtitles.entity.snow_golem.hurt,Golem hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：北极熊,subtitles.entity.polar_bear.ambient,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：僵尸,subtitles.entity.zombie.ambient,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：僵尸村民,subtitles.entity.zombie_villager.ambient,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：尸壳,subtitles.entity.husk.ambient,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.husk,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.zombie,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.zombie_villager,groans,,,低吼,,,,,,语言文件（整理）,,
字幕：僵尸疣猪兽,subtitles.entity.zoglin.ambient,growls,,,咆哮,,,,,,语言文件（整理）,,
字幕：狼,subtitles.entity.wolf.growl,growls,,,嚎叫,,,,,,语言文件（整理）,,
字幕：末影龙,subtitles.entity.ender_dragon.growl,growls,,,吼叫,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.hoglin,growls,,,咆哮,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.zoglin,growls,,,咆哮,,,,,,语言文件（整理）,,
字幕：疣猪兽,subtitles.entity.hoglin.ambient,growls,,,咆哮,,,,,,语言文件（整理）,,
字幕：僵尸疣猪兽,subtitles.entity.zoglin.angry,growls angrily,,,怒吼,,,,,,语言文件（整理）,,
字幕：疣猪兽,subtitles.entity.hoglin.angry,growls angrily,,,怒吼,,,,,,语言文件（整理）,,
字幕：紫颂花,subtitles.block.chorus_flower.grow,grows,,,生长,,,,,,语言文件（整理）,,
字幕：僵尸猪灵,subtitles.entity.zombified_piglin.ambient,grunts,,,呼噜,,,,,,语言文件（整理）,,
字幕：劫掠兽,subtitles.entity.ravager.ambient,grunts,,,呼噜,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.ravager,grunts,,,呼噜,,,,,,语言文件（整理）,,
字幕：僵尸猪灵,subtitles.entity.zombified_piglin.angry,grunts angrily,,,愤怒地呼噜,,,,,,语言文件（整理）,,
字幕：溺尸,subtitles.entity.drowned.ambient,gurgles,,,呻吟,,,,,,语言文件（整理）,,
字幕：溺尸,subtitles.entity.drowned.ambient_water,gurgles,,,呻吟,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.drowned,gurgles,,,咕噜声,,,,,,语言文件（整理）,,
字幕：海龟蛋,subtitles.entity.turtle.egg_hatch,hatches,,,孵化,,,,,,语言文件（整理）,,
字幕：骡,subtitles.entity.mule.ambient,hee-haws,,,鸣叫,,,,,,语言文件（整理）,,
字幕：驴,subtitles.entity.donkey.ambient,hee-haws,,,嘶叫,,,,,,语言文件（整理）,,
字幕：蠹虫,subtitles.entity.silverfish.ambient,hisses,,,嘶嘶,,,,,,语言文件（整理）,,
字幕：苦力怕,subtitles.entity.creeper.primed,hisses,,,嘶~,,,,,,语言文件（整理）,,
字幕：猫,subtitles.entity.cat.hiss,hisses,,,嘶嘶声,,,,,,语言文件（整理）,,
字幕：熔岩,subtitles.block.lava.extinguish,hisses,,,嘶嘶声,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.creeper,hisses,,,嘶~,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.silverfish,hisses,,,嘶~,,,,,,语言文件（整理）,,
字幕：鹦鹉,subtitles.entity.parrot.imitate.spider,hisses,,,嘶~,,,,,,语言文件（整理）,,
字幕：蜘蛛,subtitles.entity.spider.ambient,hisses,,,嘶嘶,,,,,,语言文件（整理）,,
字幕：箭,subtitles.entity.arrow.hit_player,hit,,,击中玩家,,,,,,语言文件（整理）,,
字幕：箭,subtitles.entity.arrow.hit,hits,,,击中,,,,,,语言文件（整理）,,
字幕：箭,subtitles.item.crossbow.hit,hits,,,击中,,,,,,语言文件（整理）,,
字幕：兔子,subtitles.entity.rabbit.jump,hops,,,跳动,,,,,,语言文件（整理）,,
字幕：熊猫,subtitles.entity.panda.aggressive_ambient,huffs,,,发怒,,,,,,语言文件（整理）,,
字幕：北极熊,subtitles.entity.polar_bear.ambient_baby,hums,,,哼哼,,,,,,语言文件（整理）,,
字幕：信标,subtitles.block.beacon.ambient,hums,,,嗡嗡作响,,,,,,语言文件（整理）,,
字幕：卫道士,subtitles.entity.vindicator.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：北极熊,subtitles.entity.polar_bear.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：蝙蝠,subtitles.entity.bat.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：炽足兽,subtitles.entity.strider.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：村民,subtitles.entity.villager.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：凋灵,subtitles.entity.wither.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：凋灵骷髅,subtitles.entity.wither_skeleton.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：蠹虫,subtitles.entity.silverfish.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：恶魂,subtitles.entity.ghast.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：发光鱿鱼,subtitles.entity.glow_squid.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：鲑鱼,subtitles.entity.salmon.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：海龟,subtitles.entity.turtle.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：海豚,subtitles.entity.dolphin.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：河豚,subtitles.entity.puffer_fish.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：狐狸,subtitles.entity.fox.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：幻术师,subtitles.entity.illusioner.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：幻翼,subtitles.entity.phantom.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：唤魔者,subtitles.entity.evoker.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：鸡,subtitles.entity.chicken.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：僵尸,subtitles.entity.zombie.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：僵尸村民,subtitles.entity.zombie_villager.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
字幕：僵尸马,subtitles.entity.zombie_horse.hurt,hurts,,,受伤,,,,,,语言文件（整理）,,
